,:@computed_region_6ryf_isx3,:@computed_region_d7bw_bq6x,:@computed_region_kbsp_ykn9,:@computed_region_rbt8_3x7n,:@computed_region_tx5f_5em3,address_number,agency,beat,case_number,city,date,district,end_date,geolocation,incident_id,incident_type,latitude,location,longitude,narrative,place,police_district_number,pra,sector,start_date,state,zip_code
790,1.0,111.0,12.0,1.0,1.0,7600.0,MCPD,2D2,16050396,BETHESDA,2016-10-01 02:42:33,BETHESDA,,"{'type': 'Point', 'coordinates': [-77.095061, 38.988267]}",201101366,2812,38.98826689988541,7600  NORFOLK AVE,-77.09506059567485,DRIVING UNDER THE INFLUENCE,Street - In vehicle,2D,45.0,D,2016-10-01T00:00:00.000,MD,20814.0
791,1.0,6.0,23.0,1.0,4.0,1900.0,MCPD,4J1,16051033,SILVER SPRING,2016-10-04 18:40:15,WHEATON,,"{'type': 'Point', 'coordinates': [-77.037196, 39.065171]}",201101367,0617,39.06517139497615,1900  RANDOLPH RD,-77.03719584895863,LARCENY FROM BUILDING OVER $200,School/College,4D,368.0,J,2016-10-04T18:40:00.000,MD,20902.0
792,,,,,,,MCPD,6P2,15046103,GAITHERSBURG,2015-09-12 02:01:29,MONTGOMERY VILLAGE,,,201044003,2812,,MONTGOMERY VILLAGE  AVE,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,428.0,P,2015-09-12T02:01:00.000,MD,20878.0
793,,,,,,,MCPD,3I2,15048117,SILVER SPRING,2015-09-22 20:10:25,SILVER SPRING,,,201044089,2812,,BRAHMS  AVE,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,3D,378.0,I,2015-09-22T20:10:00.000,MD,20904.0
794,1.0,3065.0,7.0,1.0,5.0,8200.0,MCPD,3G1,16050979,SILVER SPRING,2016-10-04 15:22:35,SILVER SPRING,,"{'type': 'Point', 'coordinates': [-77.024043, 38.991743]}",201101368,0811,38.991742503637624,8200  FENTON ST,-77.02404349079028,ASSAULT & BATTERY - CITIZEN,Street - Commercial,3D,111.0,G,2016-10-04T15:22:00.000,MD,20910.0
795,,,,,,,MCPD,4L2,15048789,SILVER SPRING,2015-09-26 02:56:51,WHEATON,,,201044838,2413,,TRIANGLE  LA,,DISORDERLY CONDUCT,Street - Alley,4D,324.0,L,2015-09-26T02:56:00.000,MD,20902.0
796,,,,,,3400.0,MCPD,5N1,15049101,GERMANTOWN,2015-09-28 07:32:56,GERMANTOWN,2015-09-28T07:00:00.000,,201044907,0614,,3400  QUEENSBORO DR,,LARCENY FROM AUTO OVER $200,Street - Residential,5D,465.0,N,2015-09-26T11:30:00.000,MD,
797,,,,,,,MCPD,3I2,15049286,LAUREL,2015-09-29 01:48:46,SILVER SPRING,,,201045038,0713,,WEXHALL  DR,,AUTO THEFT - OTHER VEHICLES,Parking Lot - Residential,3D,381.0,I,2015-09-29T01:48:00.000,MD,20866.0
798,1.0,103.0,12.0,1.0,1.0,6900.0,MCPD,2E2,16051036,BETHESDA,2016-10-04 19:13:51,BETHESDA,,"{'type': 'Point', 'coordinates': [-77.139048, 38.990239]}",201101369,0821,38.99023885854667,6900  WINTERBERRY LN,-77.13904776592871,SIMPLE ASSAULT - CITIZEN,Street - Residential,2D,59.0,E,2016-10-04T19:00:00.000,MD,20817.0
799,,,,,,9500.0,MCPD,,15049379,MCG,2015-09-29 14:18:58,OTHER,2013-09-21T20:00:00.000,,201045191,1711,,9500  UNKNOWN RD,,SEX OFFENSE - SEX  ASSAULT,Residence - Single Family,OTHER,0.0,,2013-09-21T19:30:00.000,MD,
800,1.0,60.0,25.0,12.0,3.0,1500.0,RCPD,1A1,16050831,ROCKVILLE,2016-10-03 18:31:16,ROCKVILLE,2016-10-03T21:00:00.000,"{'type': 'Point', 'coordinates': [-77.128931, 39.06656]}",201101370,2937,39.066559562343315,1500  TEMPLETON PL,-77.12893061445656,INJURY- NONTRAFFIC,Residence - Driveway,1D,266.0,A,2016-10-03T18:31:00.000,MD,20852.0
801,,,,,,,MCPD,4L2,15049855,SILVER SPRING,2015-10-01 21:50:43,WHEATON,,,201045494,2413,,TRIANGLE  LA,,DISORDERLY CONDUCT,Street - Alley,4D,324.0,L,2015-10-01T21:50:00.000,MD,20902.0
802,1.0,103.0,12.0,1.0,1.0,6700.0,MCPD,2E3,16051023,BETHESDA,2016-10-04 14:48:46,BETHESDA,2016-10-04T12:05:00.000,"{'type': 'Point', 'coordinates': [-77.140608, 39.019437]}",201101371,1412,39.01943693956753,6700  SURREYWOOD LN,-77.1406084937809,VANDALISM-MOTOR VEHICLE,Street - Residential,2D,195.0,E,2016-10-03T15:00:00.000,MD,20817.0
803,,,,,,,MCPD,5M1,15050236,GERMANTOWN,2015-10-04 08:06:36,GERMANTOWN,2015-10-04T08:06:00.000,,201045751,0614,,SCENERY  DR,,LARCENY FROM AUTO OVER $200,Street - Residential,5D,470.0,M,2015-10-03T21:00:00.000,MD,20876.0
804,,,,,,,MCPD,5N1,15051995,GERMANTOWN,2015-10-13 17:45:56,GERMANTOWN,2015-10-13T00:00:00.000,,201047175,1824,,SHADYSIDE  WAY,,CDS-SELL-MARIJUANA/HASHISH,Street - In vehicle,5D,465.0,N,2015-10-13T17:45:00.000,MD,20874.0
805,1.0,17.0,23.0,1.0,4.0,2300.0,MCPD,4L1,16051017,SILVER SPRING,2016-10-04 17:46:50,WHEATON,2015-03-01T00:00:00.000,"{'type': 'Point', 'coordinates': [-77.048858, 39.0567]}",201101372,1711,39.056700027243515,2300  GLENMONT CIR,-77.04885844380938,SEX OFFENSE - SEX  ASSAULT,Residence - Apartment/Condo,4D,366.0,L,2014-11-01T17:46:00.000,MD,20902.0
806,,,,,,,MCPD,5M1,15051096,GERMANTOWN,2015-10-08 19:17:09,GERMANTOWN,,,201047229,2812,,WHEATFIELD  DR,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,5D,470.0,M,2015-10-08T19:17:00.000,MD,20876.0
807,1.0,12.0,53.0,1.0,5.0,13000.0,MCPD,3I1,16051012,SILVER SPRING,2016-10-04 17:33:39,SILVER SPRING,,"{'type': 'Point', 'coordinates': [-76.959237, 39.067973]}",201101373,1834,39.06797274992172,13000  COLUMBIA PIKE,-76.95923687044989,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,3D,377.0,I,2016-10-04T17:33:00.000,MD,20904.0
808,1.0,111.0,12.0,1.0,1.0,7600.0,MCPD,2D2,16051025,BETHESDA,2016-10-04 18:55:58,BETHESDA,,"{'type': 'Point', 'coordinates': [-77.095977, 38.9858]}",201101374,2942,38.985800175610585,7600  OLD GEORGETOWN RD,-77.09597671105514,MENTAL TRANSPORT,Hospital/Emergency Care Center,2D,48.0,D,2016-10-04T18:55:00.000,MD,20814.0
809,,,,,,,MCPD,5M3,15050597,GERMANTOWN,2015-10-06 10:26:25,GERMANTOWN,,,201046046,0617,,SNOWDEN FARM  PKW,,LARCENY FROM BUILDING OVER $200,Construction Site,5D,600.0,M,2015-10-06T10:26:00.000,MD,20871.0
810,,,,,,,MCPD,1A2,15050805,ROCKVILLE,2015-10-07 10:11:41,ROCKVILLE,,,201046242,1834,,DOWGATE  CT,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,1D,301.0,A,2015-10-07T10:11:00.000,MD,20852.0
811,,,,,,,MCPD,5M1,15051483,GERMANTOWN,2015-10-10 18:02:11,GERMANTOWN,2015-10-10T05:00:00.000,,201046678,0614,,MIDDLEBROOK  RD,,LARCENY FROM AUTO OVER $200,Street - In vehicle,5D,470.0,M,2015-10-09T02:30:00.000,MD,20876.0
812,,,,,,,MCPD,1A4,15051551,ROCKVILLE,2015-10-11 07:39:23,ROCKVILLE,,,201046736,2946,,SHADY GROVE METRO W  RD,,RECOVERED PROPERTY/MONT. CO.,Street - Other,1D,438.0,A,2015-10-08T19:00:00.000,MD,20886.0
813,,,,,,,MCPD,5M1,15050843,GERMANTOWN,2015-10-07 15:02:21,GERMANTOWN,,,201047237,1832,,SCENERY  DR,,CDS-POSS HALLUC/LSD/PCP ETC,Street - In vehicle,5D,471.0,M,2015-10-07T15:02:00.000,MD,20876.0
814,,,,,,,MCPD,5M3,15051818,GERMANTOWN,2015-10-12 20:44:24,GERMANTOWN,,,201047593,1834,,OBSERVATION  DR,,CDS-POSS MARIJUANA/HASHISH,Street - Commercial,5D,474.0,M,2015-10-12T20:45:00.000,MD,20876.0
815,,,,,,5200.0,MCPD,,15052775,WASHINGTON,2015-10-17 17:53:35,OTHER,,,201047762,2738,,5200  GEORGIA AVE NW,,THREATENING/ANNOYING PHONE CALL,Residence -Townhouse/Duplex,OTHER,0.0,,2015-10-17T12:30:00.000,DC,20011.0
816,,,,,,,MCPD,6P1,15053302,ROCKVILLE,2015-10-20 19:52:40,MONTGOMERY VILLAGE,2015-10-20T00:00:00.000,,201048174,2812,,SAM EIG  HWY,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,441.0,P,2015-10-20T19:52:00.000,MD,20878.0
817,,,,,,,MCPD,4L2,15053420,SILVER SPRING,2015-10-21 12:42:13,WHEATON,,,201048298,2726,,VEIRS MILL  RD,,KIDNAPPING,Street - Other,4D,171.0,L,2015-10-21T11:55:00.000,MD,20902.0
818,,,,,,,MCPD,4L2,15052673,SILVER SPRING,2015-10-17 03:16:52,WHEATON,,,201048511,2413,,TRIANGLE  LA,,DISORDERLY CONDUCT,Street - Commercial,4D,324.0,L,2015-10-17T03:15:00.000,MD,20902.0
819,1.0,8.0,29.0,1.0,5.0,300.0,MCPD,4J1,16050082,SILVER SPRING,2016-09-29 11:35:28,WHEATON,2016-09-29T11:35:00.000,"{'type': 'Point', 'coordinates': [-77.014686, 39.114128]}",201101375,0811,39.1141281375022,300  NORWOOD RD,-77.01468608682303,ASSAULT & BATTERY - CITIZEN,School/College,4D,372.0,J,2016-09-29T11:00:00.000,MD,
820,1.0,17.0,16.0,1.0,4.0,2200.0,MCPD,4L2,16050966,SILVER SPRING,2016-10-04 14:41:09,WHEATON,,"{'type': 'Point', 'coordinates': [-77.048289, 39.041295]}",201101376,2216,39.04129548287418,2200  UNIVERSITY BLVD W,-77.04828850889737,LIQUOR - DRINK IN PUB OVER 21,Liquor Store - Beer & Wine,4D,355.0,L,2016-10-04T14:41:00.000,MD,20902.0
821,1.0,21.0,8.0,1.0,5.0,200.0,MCPD,3G2,16051032,SILVER SPRING,2016-10-04 19:42:14,SILVER SPRING,,"{'type': 'Point', 'coordinates': [-77.012514, 39.013972]}",201101377,1412,39.01397220577646,200  GRANVILLE DR,-77.01251440201898,VANDALISM-MOTOR VEHICLE,Street - Residential,3D,120.0,G,2016-10-04T19:42:00.000,MD,20901.0
822,,,,,,,MCPD,6P1,15054440,ROCKVILLE,2015-10-26 23:34:01,MONTGOMERY VILLAGE,,,201049068,1824,,RIO  BLV,,CDS-SELL-MARIJUANA/HASHISH,Street - In vehicle,6D,549.0,P,2015-10-26T23:34:00.000,MD,20878.0
823,1.0,17.0,16.0,1.0,4.0,2300.0,MCPD,4L2,16050996,SILVER SPRING,2016-10-04 16:48:36,WHEATON,,"{'type': 'Point', 'coordinates': [-77.049324, 39.04148]}",201101378,2216,39.04148003188834,2300  UNIVERSITY BLVD W,-77.04932400977869,LIQUOR - DRINK IN PUB OVER 21,Restaurant,4D,354.0,L,2016-10-04T16:50:00.000,MD,20902.0
824,1.0,60.0,19.0,1.0,1.0,11400.0,MCPD,2D4,16051026,ROCKVILLE,2016-10-04 19:20:39,BETHESDA,2016-10-04T19:20:00.000,"{'type': 'Point', 'coordinates': [-77.110401, 39.041913]}",201101379,0621,39.04191320654961,11400  ROCKVILLE PIKE,-77.11040133192157,LARCENY PICK POCKET $50 - $199,Commercial - Office Building,2D,189.0,D,2016-08-02T19:00:00.000,MD,20852.0
825,1.0,33.0,36.0,21.0,3.0,1.0,GPD,6P1,16050994,GAITHERSBURG,2016-10-04 16:07:21,MONTGOMERY VILLAGE,2016-10-04T16:07:00.000,"{'type': 'Point', 'coordinates': [-77.203155, 39.117843]}",201101380,0623,39.11784299405705,1   GRAND CORNER AVE,-77.20315515448497,LARCENY SHOPLIFTING $50 - $199,Retail - Department/Discount Store,6D,549.0,P,2016-10-04T15:45:00.000,MD,
826,,,,,,,GPD,6P2,15055116,GAITHERSBURG,2015-10-30 02:56:53,MONTGOMERY VILLAGE,,,201050114,2812,,E DIAMOND  AVE,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,428.0,P,2015-10-30T02:56:00.000,MD,20877.0
827,,,,,,,MCPD,5M1,15055874,GERMANTOWN,2015-11-02 22:26:28,GERMANTOWN,2015-11-02T22:45:00.000,,201050527,1834,,WHEATFIELD  DR,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,5D,470.0,M,2015-11-02T22:26:00.000,MD,20874.0
828,,,,,,,MCPD,6P1,15057048,ROCKVILLE,2015-11-09 01:39:26,MONTGOMERY VILLAGE,,,201052124,0813,,RIO  BLV,,ASSAULT & BATTERY SPOUSE/PARTNER,Street - In vehicle,6D,549.0,P,2015-11-09T01:39:00.000,MD,20879.0
829,1.0,68.0,25.0,12.0,3.0,5800.0,MCFM,1A2,16050841,ROCKVILLE,2016-10-03 18:43:39,ROCKVILLE,,"{'type': 'Point', 'coordinates': [-77.116464, 39.068381]}",201101381,2935,39.06838078696581,5800  VANDEGRIFT AVE,-77.11646381786001,FIRE OTHER,Residence - Single Family,1D,299.0,A,2016-10-03T18:43:00.000,MD,20851.0
830,,,,,,,MCPD,5N2,15055873,GERMANTOWN,2015-11-02 21:48:51,GERMANTOWN,2015-11-02T21:48:00.000,,201050823,2812,,DAWSON FARM  RD,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,5D,596.0,N,2015-11-02T21:48:00.000,MD,20874.0
831,1.0,12.0,18.0,1.0,5.0,11500.0,MCPD,3I1,16050816,SILVER SPRING,2016-10-03 11:09:45,SILVER SPRING,,"{'type': 'Point', 'coordinates': [-76.976456, 39.047124]}",201101382,0619,39.04712382236125,11500  FEBRUARY CIR,-76.97645644974781,LARCENY OTHER OVER $200,Residence - Other,3D,145.0,I,2016-10-03T11:09:00.000,MD,20904.0
832,,,,,,,GPD,6P2,15056657,ROCKVILLE,2015-11-06 20:20:51,MONTGOMERY VILLAGE,2015-11-06T20:30:00.000,,201051265,0811,,WASHINGTONIAN  BLV,,ASSAULT & BATTERY - CITIZEN,Street - Commercial,6D,660.0,P,2015-11-06T20:20:00.000,MD,20878.0
833,1.0,33.0,36.0,21.0,3.0,1.0,MCPD,6P2,16051049,GAITHERSBURG,2016-10-04 20:58:15,MONTGOMERY VILLAGE,2016-10-04T20:58:00.000,"{'type': 'Point', 'coordinates': [-77.228703, 39.131195]}",201101383,2413,39.13119537123116,1   LONGMEADOW DR,-77.22870269021324,DISORDERLY CONDUCT,Parking Lot - Residential,6D,449.0,P,2016-10-04T20:58:00.000,MD,20878.0
834,1.0,35.0,36.0,21.0,3.0,400.0,MCPD,6P2,16051021,GAITHERSBURG,2016-10-04 18:40:41,MONTGOMERY VILLAGE,,"{'type': 'Point', 'coordinates': [-77.203782, 39.145734]}",201101384,0619,39.14573435979754,400 N FREDERICK AVE,-77.20378185041388,LARCENY OTHER OVER $200,Retail - Department/Discount Store,6D,428.0,P,2016-10-02T18:45:00.000,MD,20877.0
835,,,,,,,MCPD,6R1,15057044,MONTGOMERY VILLAGE,2015-11-09 01:01:45,MONTGOMERY VILLAGE,,,201051463,2812,,ROYAL BONNET  CIR,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,505.0,R,2015-11-09T01:01:00.000,MD,20886.0
836,,,,,,,MCPD,2D1,15056811,CHEVY CHASE,2015-11-07 13:23:43,BETHESDA,2015-11-07T13:30:00.000,,201051478,0614,,BEACH  DR,,LARCENY FROM AUTO OVER $200,Street - Commercial,2D,10.0,D,2015-11-07T09:00:00.000,MD,20815.0
837,1.0,12.0,53.0,1.0,5.0,12900.0,MCPD,3I2,16051029,SILVER SPRING,2016-10-04 15:20:25,SILVER SPRING,2016-10-04T08:20:00.000,"{'type': 'Point', 'coordinates': [-76.939053, 39.066744]}",201101385,1412,39.06674372757654,12900  BIG HORN DR,-76.93905285616015,VANDALISM-MOTOR VEHICLE,Street - Residential,3D,378.0,I,2016-10-03T18:00:00.000,MD,20904.0
838,1.0,71.0,25.0,12.0,3.0,2500.0,MCPD,1B1,16050846,ROCKVILLE,2016-10-03 15:15:17,ROCKVILLE,2016-10-03T15:00:00.000,"{'type': 'Point', 'coordinates': [-77.188762, 39.104783]}",201101386,0614,39.1047832933417,2500  RESEARCH BLVD,-77.1887622740888,LARCENY FROM AUTO OVER $200,Parking Lot - Commercial,1D,241.0,B,2016-09-23T16:30:00.000,MD,
839,1.0,111.0,12.0,1.0,1.0,7100.0,MCPD,2D2,16051031,BETHESDA,2016-10-04 15:56:22,BETHESDA,2016-09-14T22:00:00.000,"{'type': 'Point', 'coordinates': [-77.098422, 38.980891]}",201101388,0616,38.9808906774398,7100  ARLINGTON RD,-77.09842175691888,LARCENY BICYCLE OVER $200,Parking Garage - Residential,2D,33.0,D,2016-09-10T22:00:00.000,MD,20814.0
840,1.0,12.0,53.0,1.0,5.0,2900.0,MCPD,3I2,16050793,SILVER SPRING,2016-10-03 16:12:39,SILVER SPRING,,"{'type': 'Point', 'coordinates': [-76.951223, 39.083006]}",201101389,0512,39.08300555958131,2900  SHEPPERTON TER,-76.95122297267338,BURG FORCE-RES/DAY,Residence -Townhouse/Duplex,3D,379.0,I,2016-10-03T16:12:00.000,MD,20904.0
841,,,,,,,MCPD,6P2,15060728,ROCKVILLE,2015-11-28 00:18:48,MONTGOMERY VILLAGE,,,201054428,2812,,WASHINGTONIAN  BLV,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,660.0,P,2015-11-28T00:18:00.000,MD,20878.0
842,,,,,,,MCPD,4K2,15058791,SILVER SPRING,2015-11-17 22:37:36,WHEATON,,,201052873,1834,,GEORGIA CUTOVER  AVE,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,4D,345.0,K,2015-11-17T22:37:00.000,MD,20853.0
843,,,,,,6800.0,MCPD,,15059047,BETHESDA,2015-11-19 09:40:19,OTHER,,,201053110,2938,,6800  OLD CHESTERBROOK RD,,POL INFORMATION,Residence - Single Family,OTHER,0.0,,2015-11-19T09:40:00.000,MD,20814.0
844,,,,,,,MCPD,6P2,15059215,ROCKVILLE,2015-11-20 01:10:21,MONTGOMERY VILLAGE,,,201053960,1834,,WASHINGTONIAN  BLV,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,6D,660.0,P,2015-11-20T01:10:00.000,MD,20878.0
845,,,,,,,MCPD,2D2,15060445,CHEVY CHASE,2015-11-26 01:54:13,BETHESDA,,,201054243,2812,,LITTLE FALLS  PKW,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,2D,16.0,D,2015-11-26T01:54:00.000,MD,20814.0
846,,,,,,,MCPD,6P2,15060410,GAITHERSBURG,2015-11-25 23:52:14,MONTGOMERY VILLAGE,,,201054353,1834,,MONTGOMERY VILLAGE  AVE,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,6D,425.0,P,2015-11-25T23:52:00.000,MD,20878.0
847,,,,,,,MCPD,6P2,15060707,GAITHERSBURG,2015-11-27 22:01:02,MONTGOMERY VILLAGE,,,201054429,2812,,E DIAMOND  AVE,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,428.0,P,2015-11-27T22:01:00.000,MD,20877.0
848,1.0,71.0,25.0,12.0,3.0,1.0,RCPD,1A3,16050859,ROCKVILLE,2016-10-03 23:04:46,ROCKVILLE,2016-10-03T23:05:00.000,"{'type': 'Point', 'coordinates': [-77.152808, 39.080467]}",201101390,2946,39.08046653561678,1   MARYLAND AVE,-77.15280799549194,RECOVERED PROPERTY/MONT. CO.,Street - Commercial,1D,277.0,A,2016-10-03T22:23:00.000,MD,20850.0
849,1.0,33.0,36.0,1.0,3.0,12000.0,MCPD,6P2,16051050,GAITHERSBURG,2016-10-04 16:37:27,MONTGOMERY VILLAGE,2016-10-04T16:00:00.000,"{'type': 'Point', 'coordinates': [-77.249393, 39.133918]}",201101391,0634,39.13391807623429,12000  SUFFOLK TER,-77.2493926393955,LARCENY FROM AUTO UNDER $50,Residence - Driveway,6D,590.0,P,2016-10-01T17:00:00.000,MD,20878.0
850,,,,,,,GPD,6R1,15061453,MONTGOMERY VILLAGE,2015-12-01 23:02:37,MONTGOMERY VILLAGE,2015-12-01T23:45:00.000,,201055095,2938,,TRAVIS  AVE,,POL INFORMATION,Street - In vehicle,6D,426.0,R,2015-12-01T23:02:00.000,MD,20879.0
851,,,,,,,MCPD,2D4,15061566,ROCKVILLE,2015-12-02 16:47:11,BETHESDA,,,201055111,2938,,KING CHARLES  WAY,,POL INFORMATION,Street - In vehicle,2D,190.0,D,2015-12-02T16:04:00.000,MD,20852.0
852,,,,,,3100.0,MCPD,,15061590,KISSIMMEE,2015-12-02 17:38:56,OTHER,2015-12-02T15:30:00.000,,201055186,1011,,3100  SUNLAKE TER,,FORGERY/CNTRFT-CRDT CARDS,Other/Unknown,OTHER,,,2015-12-01T11:22:00.000,FL,
853,1.0,33.0,36.0,21.0,3.0,1.0,MCPD,6P2,16051053,GAITHERSBURG,2016-10-04 16:54:17,MONTGOMERY VILLAGE,,"{'type': 'Point', 'coordinates': [-77.228087, 39.136746]}",201101392,1013,39.13674643234599,1   ROTHSCHILD CT,-77.22808674480463,FORGERY/CNTRFT - IDENTITY THEFT,Other/Unknown,6D,554.0,P,2016-09-26T18:00:00.000,MD,20878.0
854,1.0,53.0,20.0,1.0,1.0,11700.0,MCPD,1B1,16051000,POTOMAC,2016-10-04 16:46:56,ROCKVILLE,,"{'type': 'Point', 'coordinates': [-77.185634, 39.048052]}",201101393,1411,39.04805241149026,11700  KAREN DR,-77.18563354083125,VANDALISM-DWELLING,Residence - Single Family,1D,222.0,B,2016-10-04T16:46:00.000,MD,20854.0
855,1.0,3065.0,7.0,1.0,5.0,800.0,MCPD,3G1,16051054,SILVER SPRING,2016-10-04 17:23:01,SILVER SPRING,,"{'type': 'Point', 'coordinates': [-77.022124, 38.994062]}",201101394,1222,38.9940621752763,800  EASLEY ST,-77.02212352074454,EMBEZZLE LARC AFTER TRUST UNDER $300,Other/Unknown,3D,110.0,G,2016-10-04T15:00:00.000,MD,20910.0
856,1.0,53.0,20.0,1.0,1.0,10800.0,MCPD,1B1,16050853,POTOMAC,2016-10-03 16:15:09,ROCKVILLE,2016-10-03T16:00:00.000,"{'type': 'Point', 'coordinates': [-77.174417, 39.031714]}",201101395,1013,39.03171364959002,10800  HOB NAIL CT,-77.17441710977091,FORGERY/CNTRFT - IDENTITY THEFT,Other/Unknown,1D,222.0,B,2016-09-30T21:52:00.000,MD,20854.0
857,,,,,,,MCPD,1A1,15062758,ROCKVILLE,2015-12-08 22:05:05,ROCKVILLE,2015-12-08T21:56:00.000,,201056116,1834,,WOOTTON  PKW,,CDS-POSS MARIJUANA/HASHISH,Street - In vehicle,1D,260.0,A,2015-12-08T21:50:00.000,MD,20852.0
858,,,,,,1500.0,GPD,,15062804,HYATTSVILLE,2015-12-09 08:24:12,OTHER,,,201056396,1823,,1500  KANAWHA ST,,CDS-SELL-COCAINE& DERIVATIVES,Residence - Apartment/Condo,OTHER,0.0,,2015-12-09T08:24:00.000,MD,20783.0
859,,,,,,,GPD,6R2,15063434,GAITHERSBURG,2015-12-11 22:36:33,MONTGOMERY VILLAGE,,,201056620,2812,,TRAVIS  AVE,,DRIVING UNDER THE INFLUENCE,Street - In vehicle,6D,545.0,R,2015-12-11T22:36:00.000,MD,20879.0
860,1.0,6.0,23.0,1.0,4.0,3800.0,MCPD,4K2,16051058,SILVER SPRING,2016-10-04 22:01:10,WHEATON,2016-10-04T23:00:00.000,"{'type': 'Point', 'coordinates': [-77.074607, 39.061333]}",201101396,2943,39.06133342998786,3800  GREENLY ST,-77.07460703447371,MISSING PERSON,Residence - Single Family,4D,333.0,K,2016-10-04T12:30:00.000,MD,20906.0
861,1.0,53.0,20.0,1.0,1.0,10800.0,MCPD,1B1,16051064,POTOMAC,2016-10-04 21:07:02,ROCKVILLE,2016-10-04T21:07:00.000,"{'type': 'Point', 'coordinates': [-77.173899, 39.034383]}",201101397,0639,39.03438337215022,10800  GAINSBOROUGH RD,-77.17389880376656,LARCENY OTHER UNDER $50,Residence - Single Family,1D,221.0,B,2016-10-04T15:10:00.000,MD,20854.0
862,1.0,3065.0,7.0,1.0,5.0,8400.0,MCPD,3G1,16050988,SILVER SPRING,2016-10-04 15:14:46,SILVER SPRING,2016-10-04T06:30:00.000,"{'type': 'Point', 'coordinates': [-77.03158, 38.993938]}",201101398,1413,38.993938278131246,8400  COLESVILLE RD,-77.03157952102926,VANDALISM-COMMERCIAL EST,Commercial - Office Building,3D,95.0,G,2016-10-03T17:30:00.000,MD,20910.0
863,1.0,33.0,36.0,21.0,3.0,1.0,MCPD,6P1,16051043,GAITHERSBURG,2016-10-04 20:01:39,MONTGOMERY VILLAGE,,"{'type': 'Point', 'coordinates': [-77.203155, 39.117843]}",201101399,0623,39.11784299405705,1   GRAND CORNER AVE,-77.20315515448497,LARCENY SHOPLIFTING $50 - $199,Retail - Department/Discount Store,6D,549.0,P,2016-10-04T20:01:00.000,MD,20878.0
864,,,,,,,MCPD,2D3,15061434,KENSINGTON,2015-12-01 22:16:14,BETHESDA,,,201056900,1864,,SUMMIT  AVE,,CDS IMPLMNT-MARIJUANA/HASHISH,Street - Bus Stop,2D,315.0,D,2015-12-01T22:16:00.000,MD,20895.0
865,1.0,35.0,36.0,21.0,3.0,200.0,GPD,6P3,16051066,GAITHERSBURG,2016-10-04 21:13:25,MONTGOMERY VILLAGE,2016-10-04T21:13:00.000,"{'type': 'Point', 'coordinates': [-77.182651, 39.142614]}",201101400,0327,39.14261352703433,200  GIRARD ST,-77.18265088911247,ROB KNIFE/CUT INS - OTHER,Other/Unknown,6D,419.0,P,2016-10-04T19:05:00.000,MD,20877.0
866,1.0,35.0,36.0,21.0,3.0,200.0,MCPD,6P3,16051063,GAITHERSBURG,2016-10-04 21:24:59,MONTGOMERY VILLAGE,,"{'type': 'Point', 'coordinates': [-77.173119, 39.152235]}",201101401,2111,39.152234995820024,200  SUNNYBROOK TER,-77.17311934118304,JUVENILE RUNAWAY,Residence - Apartment/Condo,6D,419.0,P,2016-10-04T11:30:00.000,MD,20877.0
867,,,,,,,MCPD,6R2,15064257,MONTGOMERY VILLAGE,2015-12-16 13:37:24,MONTGOMERY VILLAGE,2015-12-16T06:00:00.000,,201057286,0614,,FULKS FARM  RD,,LARCENY FROM AUTO OVER $200,Street - Residential,6D,714.0,R,2015-12-15T15:00:00.000,MD,20886.0
868,1.0,74.0,48.0,1.0,1.0,24800.0,MCPD,1B3,16050198,DICKERSON,2016-09-30 01:28:35,ROCKVILLE,2016-09-30T04:30:00.000,"{'type': 'Point', 'coordinates': [-77.516779, 39.155235]}",201101402,2812,39.15523494463293,24800  WHITES FERRY RD,-77.51677896140521,DRIVING UNDER THE INFLUENCE,Street - Other,1D,496.0,B,2016-09-30T01:28:00.000,MD,20842.0
869,1.0,58.0,58.0,1.0,4.0,4700.0,MCPD,4J2,16051051,ROCKVILLE,2016-10-04 20:16:46,WHEATON,2016-10-04T20:13:00.000,"{'type': 'Point', 'coordinates': [-77.093228, 39.132209]}",201101403,0511,39.13220879826845,4700  POWDER HOUSE DR,-77.09322790364757,BURG FORCE-RES/NIGHT,Residence - Single Family,4D,398.0,J,2016-10-04T16:17:00.000,MD,20853.0
